,pm2.5_atm,pm2.5_atm,pm2.5_atm,pm10.0_atm,pm10.0_atm,pm10.0_atm,temp_celsius,temp_celsius,temp_celsius,humidity,humidity,humidity
,mean,min,max,mean,min,max,mean,min,max,mean,min,max
time_stamp,,,,,,,,,,,,
2025-07-02,3.28,1.4,7.3,3.44,1.4,7.5,34.64,30.0,43.89,49.85,29,64
2025-07-03,0.9,0.0,5.9,0.99,0.0,6.2,30.13,26.11,36.11,62.88,44,81
2025-07-04,1.66,0.0,9.5,1.75,0.0,9.7,29.92,26.11,37.78,63.65,39,80
2025-07-05,2.65,0.0,13.4,2.86,0.0,13.9,30.66,26.11,41.67,60.0,32,76
2025-07-06,1.28,0.1,10.6,1.4,0.1,11.1,30.82,26.67,38.89,61.35,33,79
2025-07-07,0.72,0.1,4.5,0.8,0.1,4.7,31.12,28.33,37.78,60.98,42,70
2025-07-08,3.58,0.2,23.7,3.75,0.2,24.8,31.7,28.33,39.44,61.56,38,74
2025-07-09,1.78,0.5,4.9,1.91,0.7,5.2,31.4,27.78,40.56,62.12,38,74
2025-07-10,2.88,0.3,13.1,3.02,0.4,13.5,30.76,27.78,38.89,65.75,40,77
2025-07-11,3.0,0.0,23.5,3.17,0.0,24.4,31.48,26.67,41.11,61.69,33,78
2025-07-12,2.02,0.0,17.1,2.12,0.0,18.0,30.86,26.67,41.11,61.65,33,75
2025-07-13,4.47,0.0,22.3,4.76,0.0,23.9,32.55,27.22,42.22,57.69,32,75
2025-07-14,0.72,0.0,2.7,0.84,0.0,2.9,32.12,28.33,42.22,59.73,32,73
2025-07-15,1.14,0.0,4.0,1.23,0.0,4.2,31.6,26.67,41.11,62.02,34,84
2025-07-16,1.05,0.0,4.7,1.13,0.0,5.0,34.18,27.22,45.0,54.65,27,78
2025-07-17,2.24,0.5,12.0,2.49,0.8,12.7,31.09,28.33,36.67,62.06,43,76
2025-07-18,3.82,0.4,15.9,4.06,0.6,16.6,32.97,27.22,45.0,56.27,27,76
2025-07-19,4.67,0.1,11.9,4.86,0.1,12.2,32.34,28.33,43.33,58.4,31,72
2025-07-20,3.42,0.2,31.0,3.69,0.3,34.1,31.61,27.22,41.11,62.06,35,78
2025-07-21,1.53,0.0,13.5,1.64,0.0,14.1,32.01,27.22,43.89,61.42,29,78
2025-07-22,2.97,1.5,16.1,3.12,1.6,16.9,32.05,28.33,40.56,59.08,36,73
2025-07-23,5.23,0.6,13.1,5.44,0.7,13.7,33.56,28.33,45.56,56.69,27,74
2025-07-24,4.62,1.3,29.9,4.95,1.4,34.4,34.33,28.89,44.44,55.25,28,75
2025-07-25,3.01,0.0,15.7,3.15,0.1,16.0,31.94,27.78,37.78,59.38,43,71
2025-07-26,3.02,1.9,4.8,3.16,1.9,5.0,34.07,28.89,43.89,56.33,29,74
2025-07-27,3.91,0.5,23.4,4.09,0.6,24.3,33.32,28.89,43.33,56.54,31,71
2025-07-28,5.59,3.4,10.7,5.82,3.6,11.0,34.43,28.89,45.0,52.79,28,69
2025-07-29,6.04,2.5,19.0,6.36,2.6,20.2,34.41,28.89,46.67,53.34,26,70
2025-07-30,5.28,3.0,11.5,5.56,3.2,12.0,35.87,29.44,47.22,50.08,21,71
2025-07-31,4.55,2.2,11.2,4.77,2.4,11.5,33.22,29.44,46.11,53.54,25,68
2025-08-01,2.24,0.3,5.8,2.4,0.4,6.2,34.17,28.33,43.89,51.35,26,67
2025-08-02,2.55,1.3,7.8,2.71,1.4,8.1,34.9,29.44,45.56,47.98,24,66
2025-08-03,4.7,2.2,12.3,4.97,2.4,12.6,35.34,28.33,46.11,44.6,20,63
2025-08-04,6.38,3.8,20.9,6.66,4.0,21.5,35.52,28.33,47.22,42.23,20,59
2025-08-05,7.08,3.2,20.6,7.4,3.5,21.4,35.42,29.44,45.56,46.88,25,64
2025-08-06,5.4,0.1,13.9,5.64,0.2,14.4,32.27,26.67,38.33,54.42,36,71
2025-08-07,3.67,0.8,6.6,3.82,0.9,6.9,32.08,26.11,41.11,57.15,33,74
2025-08-08,3.04,0.0,7.0,3.14,0.0,7.2,29.42,26.67,35.56,65.15,47,75
2025-08-09,1.48,0.4,4.1,1.56,0.5,4.2,32.09,26.67,42.78,55.56,29,73
2025-08-10,2.98,0.2,16.7,3.14,0.3,17.8,33.98,26.11,43.89,53.71,28,79
2025-08-11,4.15,2.7,7.1,4.33,2.8,7.4,33.51,29.44,42.22,53.15,32,68
2025-08-12,2.14,0.0,7.4,2.26,0.1,7.6,32.16,26.67,42.78,57.94,29,78
2025-08-13,3.74,1.7,6.3,3.94,1.9,6.5,33.89,28.33,43.89,53.73,28,72
2025-08-14,4.2,2.0,7.5,4.38,2.2,7.7,31.57,29.44,39.44,59.88,38,71
2025-08-15,5.89,3.1,8.4,6.06,3.2,8.6,30.69,27.78,35.56,64.6,48,77
2025-08-16,3.89,2.5,12.2,4.01,2.6,12.5,33.32,28.33,45.0,56.65,26,74
2025-08-17,3.57,1.9,7.1,3.75,2.0,7.4,33.68,29.44,44.44,53.19,28,67
2025-08-18,4.81,2.6,12.6,5.08,2.7,13.6,35.25,28.33,47.22,51.85,23,76
2025-08-19,4.46,2.3,8.2,4.71,2.5,8.7,35.88,29.44,46.67,47.65,23,68
2025-08-20,4.36,2.5,14.5,4.66,2.8,15.5,34.62,28.89,44.44,49.42,28,70
2025-08-21,4.19,2.4,11.5,4.48,2.6,11.9,35.06,29.44,46.11,50.48,25,66
2025-08-22,5.69,3.1,16.5,5.97,3.3,17.5,35.87,30.0,46.11,47.17,22,66
2025-08-23,4.47,2.7,6.5,4.79,2.9,6.8,35.74,30.0,46.67,44.48,22,60
2025-08-24,4.39,2.1,12.7,4.66,2.3,13.4,35.74,30.0,47.22,46.79,22,62
2025-08-25,3.83,3.0,5.0,4.02,3.2,5.2,35.45,30.56,43.89,46.46,27,60
2025-08-26,5.17,1.0,21.7,5.41,1.2,22.6,32.0,28.89,40.0,57.48,37,70
2025-08-27,7.97,5.1,29.6,8.36,5.3,33.1,33.77,27.78,45.56,55.08,27,75
2025-08-28,11.04,7.3,21.9,11.46,7.5,22.8,35.23,28.33,46.11,49.69,23,69
2025-08-29,5.37,2.4,13.9,5.62,2.6,14.5,35.14,28.89,45.56,46.62,22,63
2025-08-30,3.42,1.4,6.4,3.66,1.6,6.7,34.06,28.33,46.11,51.48,25,70
2025-08-31,3.62,0.4,10.6,3.82,0.5,11.0,33.14,28.33,43.89,56.96,30,74
2025-09-01,4.34,2.8,6.3,4.59,3.0,6.7,34.55,29.44,45.0,51.35,26,68
2025-09-02,5.14,3.1,6.7,5.43,3.4,7.0,35.12,29.44,46.67,48.67,23,66
2025-09-03,6.16,4.6,9.9,6.45,4.9,10.1,35.29,29.44,45.56,47.52,24,69
2025-09-04,5.44,3.6,9.5,5.73,3.8,10.2,32.53,29.44,41.11,57.12,34,68
2025-09-05,4.85,2.5,19.6,5.06,2.7,20.4,33.96,28.89,45.56,55.12,24,73
2025-09-06,6.36,3.9,16.9,6.64,4.1,17.8,34.1,28.89,45.0,50.46,26,65
2025-09-07,8.76,4.7,14.8,9.02,4.9,15.1,33.08,28.33,42.78,53.83,30,68
2025-09-08,10.64,7.1,21.7,10.98,7.3,22.5,33.24,28.89,45.0,53.4,27,67
2025-09-09,12.58,9.2,22.6,12.96,9.4,23.4,34.81,28.33,46.11,48.69,23,70
2025-09-10,14.88,9.2,21.0,15.32,9.6,21.6,35.72,29.44,45.56,45.92,23,63
2025-09-11,20.11,17.3,28.2,20.65,17.6,29.4,36.55,30.56,48.33,46.46,21,66
2025-09-12,20.15,15.7,24.6,20.6,15.9,25.1,37.41,31.11,48.33,42.65,20,62
2025-09-13,17.99,4.4,24.4,18.45,4.5,25.1,36.41,30.56,47.22,42.31,23,56
2025-09-14,15.74,9.9,19.8,16.2,10.2,20.5,35.73,30.0,47.22,45.35,22,62
2025-09-15,17.09,12.7,22.9,17.56,13.0,23.6,36.69,30.0,46.67,42.9,22,65
2025-09-16,15.72,10.8,25.7,16.18,11.1,26.7,36.92,30.56,48.33,41.92,21,58
2025-09-17,18.13,7.3,27.2,18.68,7.6,28.0,35.03,30.56,42.78,45.65,30,58
2025-09-18,13.35,7.8,28.3,13.76,8.1,29.8,35.21,28.33,47.78,49.33,23,71
2025-09-19,20.11,15.5,26.1,20.73,15.9,27.7,35.93,29.44,45.56,46.38,23,68
2025-09-20,25.52,20.3,31.3,26.4,20.7,33.7,36.18,29.44,47.22,43.0,21,62
2025-09-21,16.26,9.7,25.4,16.86,10.2,26.2,35.97,28.89,46.11,41.38,21,61
2025-09-22,11.36,5.7,19.7,11.98,6.5,20.3,36.12,30.0,46.67,43.15,23,60
2025-09-23,11.12,8.7,15.8,11.56,9.2,16.3,36.59,30.0,47.22,42.92,19,61
2025-09-24,15.69,10.6,23.3,16.15,11.0,23.9,36.13,30.0,46.11,41.4,23,58
2025-09-25,12.36,8.3,23.3,12.77,8.6,23.9,36.45,31.11,46.67,39.33,19,54
2025-09-26,15.97,9.6,37.3,16.69,9.8,43.2,36.96,30.56,48.33,39.27,18,54
2025-09-27,9.23,0.5,16.7,9.56,0.6,17.2,33.45,28.33,40.56,51.1,33,66
2025-09-28,7.75,1.0,10.9,8.02,1.2,11.2,33.22,27.78,45.0,55.62,27,76
2025-09-29,11.89,6.2,18.3,12.32,6.5,19.0,35.38,29.44,45.56,47.17,22,65
2025-09-30,15.52,12.2,24.4,16.01,12.6,25.9,35.98,30.0,47.22,42.0,21,58
2025-10-01,15.79,11.6,27.4,16.23,11.9,28.6,35.38,30.56,45.0,45.81,26,61
2025-10-02,15.71,9.8,57.4,16.36,10.1,66.3,35.31,28.89,45.56,48.08,23,70
2025-10-03,18.55,8.0,46.3,19.67,8.3,56.8,33.83,30.0,39.44,51.04,39,66
2025-10-04,8.41,4.2,14.7,8.65,4.3,15.2,32.61,28.89,43.89,56.67,29,70
2025-10-05,5.74,1.6,22.6,5.98,1.8,23.4,30.62,26.11,38.89,62.95,39,83
2025-10-06,4.84,1.9,8.7,5.01,2.0,8.9,33.41,27.22,47.22,55.79,23,79
2025-10-07,7.31,0.6,22.4,7.59,0.8,23.4,32.6,27.78,42.78,58.12,33,72
2025-10-08,6.04,1.0,9.5,6.25,1.2,9.8,34.09,28.89,45.56,55.4,25,77
2025-10-09,4.42,1.3,8.5,4.61,1.5,8.8,31.68,27.78,42.22,59.4,33,72
2025-10-10,5.14,2.5,12.2,5.34,2.6,12.7,33.91,27.22,46.11,52.27,22,72
2025-10-11,4.74,3.4,8.9,5.05,3.7,9.3,34.99,29.44,45.56,50.52,25,69
2025-10-12,5.66,2.5,21.2,6.04,2.6,23.3,34.75,30.0,44.44,48.71,25,66
2025-10-13,7.61,4.2,11.1,7.92,4.5,11.5,35.23,28.89,46.11,48.4,22,68
2025-10-14,13.43,7.5,19.8,13.83,7.7,20.5,35.71,30.0,46.11,46.92,23,65
2025-10-15,13.57,7.8,20.8,13.97,8.1,21.3,32.15,27.22,39.44,57.79,39,76
2025-10-16,12.53,10.7,17.4,12.85,11.0,17.8,34.17,27.22,46.11,54.17,23,78
2025-10-17,11.9,5.3,18.4,12.26,5.4,18.8,35.44,28.89,46.11,43.69,23,60
2025-10-18,10.66,5.4,19.7,11.0,5.7,20.3,34.51,30.0,43.33,49.52,28,62
2025-10-19,7.39,1.6,21.7,7.68,1.7,24.3,33.14,27.22,44.44,54.58,27,76
2025-10-20,8.79,5.0,21.8,9.16,5.2,22.7,35.21,29.44,45.56,49.17,25,67
2025-10-21,9.92,5.5,17.8,10.32,5.8,18.7,35.69,29.44,46.67,46.06,23,65
2025-10-22,6.59,3.8,13.9,6.85,3.9,14.3,34.71,29.44,43.89,49.73,29,68
2025-10-23,8.59,6.3,18.9,8.86,6.5,19.9,34.8,30.0,41.67,48.17,31,65
2025-10-24,11.31,6.6,37.9,11.84,6.8,44.7,35.31,30.0,45.0,47.81,25,67
2025-10-25,8.94,5.9,16.7,9.24,6.1,17.2,35.23,28.89,45.0,43.98,24,59
2025-10-26,9.17,6.5,16.7,9.47,6.7,17.1,35.19,30.0,43.33,43.04,28,55
2025-10-27,10.97,8.7,16.2,11.32,9.1,16.6,35.24,30.0,45.0,46.56,25,62
2025-10-28,11.32,7.5,16.0,11.72,7.9,16.6,35.56,30.0,44.44,44.73,26,59
2025-10-29,12.8,9.3,18.6,13.33,9.6,19.3,35.5,30.0,43.89,44.67,26,60
2025-10-30,8.09,2.2,15.4,8.41,2.4,15.9,35.62,29.44,45.0,42.6,22,58
2025-10-31,9.15,6.5,14.0,9.46,6.7,14.4,34.69,30.0,41.67,45.92,29,59
2025-11-01,14.2,5.5,32.0,14.74,5.8,34.4,34.97,30.0,42.78,48.96,27,67
2025-11-02,6.0,3.1,11.4,6.69,3.6,11.8,33.9,30.0,40.56,49.62,35,62
2025-11-03,8.88,4.5,32.3,9.54,5.0,35.4,34.47,29.44,43.89,48.19,27,64
2025-11-04,13.11,6.2,37.5,14.0,6.5,43.5,34.72,29.44,45.0,47.54,25,61
2025-11-05,8.78,4.1,25.8,9.15,4.4,26.6,34.9,29.44,45.0,46.06,23,59
2025-11-06,5.27,0.9,17.1,5.5,0.9,17.6,35.34,30.0,45.0,46.06,27,60
2025-11-07,3.65,2.0,8.1,3.8,2.0,8.4,30.97,28.33,37.22,63.21,42,77
2025-11-08,4.21,0.9,7.6,4.41,1.0,7.8,33.11,27.22,44.44,53.1,26,72
2025-11-09,5.7,3.3,15.2,6.37,3.5,16.3,33.8,28.33,43.33,49.42,28,64
2025-11-10,6.78,4.1,23.1,7.47,4.9,25.4,34.65,28.89,43.89,49.17,26,66
2025-11-11,6.25,2.8,30.6,6.75,2.9,33.8,34.17,30.0,41.67,49.44,31,60
2025-11-12,6.14,3.4,14.2,6.47,3.5,14.8,33.91,30.0,41.11,51.0,33,63
2025-11-13,7.49,4.8,14.3,7.96,5.1,14.9,33.8,28.33,43.89,49.33,27,65
2025-11-14,9.33,4.8,16.9,9.7,5.0,17.4,34.25,28.89,42.78,47.38,29,64
2025-11-15,9.3,5.3,21.9,9.58,5.5,22.4,35.09,29.44,45.0,46.29,24,62
2025-11-16,12.25,6.1,25.5,12.6,6.3,26.1,35.08,30.0,44.44,42.33,22,57
2025-11-17,10.94,6.8,20.6,11.3,7.1,21.1,34.87,30.0,41.67,43.85,27,58
2025-11-18,7.11,0.3,26.6,7.42,0.4,29.7,35.73,30.56,46.11,40.15,21,57
2025-11-19,3.2,1.1,10.2,3.34,1.2,10.6,35.65,30.0,46.11,43.31,23,59
2025-11-20,5.23,2.3,13.5,5.37,2.3,13.8,34.12,29.44,42.78,48.25,28,64
2025-11-21,7.94,3.5,21.5,8.2,3.7,22.0,35.13,29.44,45.56,46.54,23,62
2025-11-22,5.27,1.1,15.4,5.52,1.3,16.0,35.37,30.0,45.0,44.79,24,59
2025-11-23,4.58,1.5,15.5,4.77,1.7,16.0,34.98,30.0,44.44,47.88,27,62
2025-11-24,5.9,0.8,22.4,6.19,0.9,24.3,33.6,30.0,42.22,51.33,30,64
2025-11-25,4.81,3.3,9.2,5.08,3.6,9.6,33.09,27.78,41.67,52.44,29,73
2025-11-26,3.15,1.3,5.4,3.44,1.5,5.8,33.7,28.33,42.78,44.13,22,60
2025-11-27,3.95,1.7,13.6,4.23,1.9,14.2,34.44,28.33,43.89,43.79,24,64
2025-11-28,4.98,0.4,13.5,5.2,0.5,14.0,34.18,30.0,44.44,49.69,27,63
2025-11-29,3.45,1.6,9.7,3.61,1.7,10.0,33.96,28.89,43.33,53.58,28,71
2025-11-30,4.19,0.9,25.4,4.42,1.0,27.1,31.53,27.22,39.44,63.1,38,81
2025-12-01,4.78,2.7,12.1,5.04,2.9,13.0,32.09,28.33,41.67,60.21,32,76
2025-12-02,5.81,3.7,11.4,6.08,4.0,11.9,32.25,29.44,38.33,57.31,40,66
2025-12-03,6.25,3.7,11.5,6.5,3.8,11.9,34.31,28.89,45.0,52.19,25,74
2025-12-04,3.87,1.5,10.2,4.06,1.6,10.6,31.62,27.22,36.67,59.02,46,76
2025-12-05,7.51,4.0,13.1,7.77,4.1,13.6,33.85,28.89,43.33,52.19,29,70
2025-12-06,8.56,5.5,15.1,8.84,5.7,15.6,34.09,28.89,44.44,51.73,26,70
2025-12-07,7.29,4.3,10.6,7.54,4.6,10.9,33.99,29.44,43.33,48.52,26,63
2025-12-08,3.82,0.9,9.1,4.02,1.1,9.4,34.21,28.89,43.33,47.31,28,62
2025-12-09,3.5,0.8,8.9,3.69,1.0,9.2,34.06,28.33,42.78,48.12,27,65
2025-12-10,5.13,2.5,8.7,5.39,2.7,9.0,33.85,28.89,41.67,47.6,30,63
2025-12-11,3.72,0.2,18.7,4.01,0.3,20.3,33.85,28.89,42.22,47.62,28,62
2025-12-12,1.38,0.1,5.3,1.58,0.2,5.5,33.48,29.44,43.33,49.65,28,63
2025-12-13,2.48,0.5,5.6,2.95,0.6,6.7,32.66,28.89,40.0,51.77,33,64
2025-12-14,3.74,0.5,6.1,4.32,0.7,6.7,31.83,28.33,37.78,54.54,37,66
2025-12-15,3.71,0.7,13.5,4.28,0.9,14.0,31.6,28.33,38.33,54.19,39,63
2025-12-16,3.02,0.5,16.8,3.36,0.7,17.8,32.18,27.22,40.56,51.62,31,64
2025-12-17,4.21,1.9,8.4,4.8,2.1,8.9,32.92,28.89,40.56,49.62,31,64
2025-12-18,2.67,1.0,7.9,3.07,1.3,8.5,33.39,29.44,39.44,45.69,31,59
2025-12-19,1.3,0.1,3.1,1.66,0.2,3.4,32.65,28.33,38.33,46.62,30,62
2025-12-20,2.5,0.9,12.3,2.88,1.2,12.8,33.21,28.33,41.67,43.02,23,58
2025-12-21,5.71,0.3,35.5,6.19,0.4,40.5,33.73,28.89,41.11,45.56,29,58
2025-12-22,1.35,0.8,2.4,1.63,1.0,2.9,33.92,28.89,41.67,47.81,28,63
2025-12-23,1.79,0.7,4.4,2.16,0.9,5.0,33.5,29.44,40.56,47.29,29,62
2025-12-24,2.52,0.2,11.3,2.79,0.3,12.0,34.14,29.44,41.11,43.85,29,57
2025-12-25,3.26,0.0,15.4,3.43,0.0,16.1,34.31,28.89,45.0,47.65,25,62
2025-12-26,2.09,0.0,31.6,2.24,0.1,34.3,33.7,28.33,42.22,49.71,30,64
2025-12-27,2.14,0.2,4.5,2.25,0.3,4.8,33.92,29.44,43.89,49.5,28,62
2025-12-28,2.04,0.8,4.2,2.23,1.0,4.6,33.02,28.33,42.22,52.62,32,66
2025-12-29,1.48,0.0,6.8,1.65,0.1,7.1,32.27,28.89,42.78,53.73,30,64
2025-12-30,3.61,1.2,5.7,4.08,1.4,6.2,32.35,28.89,40.56,52.65,29,67
